gene_id	gene_name	CD4	CD8
ENSG00000080503	SMARCA2	2492	3892
ENSG00000236199	AL359076.1	4	5
ENSG00000236404	VLDLR-AS1	1	1
ENSG00000231052	AL353614.1	0	0
ENSG00000147852	VLDLR	12	22
ENSG00000168263	KCNV2	0	0
ENSG00000080608	PUM3	1057	1411
ENSG00000236511	LINC01231	0	0
ENSG00000080298	RFX3	523	466
ENSG00000232104	RFX3-AS1	42	120
ENSG00000237359	AL354977.2	29	71
ENSG00000226669	AL354977.1	5	13
ENSG00000107249	GLIS3	35	2
ENSG00000236724	AL137071.1	0	0
ENSG00000237009	GLIS3-AS1	0	0
ENSG00000228322	AL162419.1	0	0
ENSG00000106688	SLC1A1	0	1
ENSG00000106686	SPATA6L	55	98
ENSG00000205808	PLPP6	223	234
ENSG00000273061	CDC37L1-DT	145	135
ENSG00000106993	CDC37L1	1345	1533
ENSG00000147853	AK3	1012	1885
ENSG00000120158	RCL1	639	872
ENSG00000228165	AL158147.1	0	0
ENSG00000096968	JAK2	304	691
ENSG00000254017	IGHEP2	11	17
ENSG00000120210	INSL6	0	0
ENSG00000120211	INSL4	2	0
ENSG00000107014	RLN2	84	71
ENSG00000107018	RLN1	50	46
ENSG00000272866	AL135786.2	2	0
ENSG00000107020	PLGRKT	1405	2102
ENSG00000120217	CD274	95	230
ENSG00000197646	PDCD1LG2	10	27
ENSG00000231509	AL162253.1	0	0
ENSG00000107036	RIC1	394	551
ENSG00000225408	AL136980.1	3	4
ENSG00000099219	ERMP1	89	228
ENSG00000183354	KIAA2026	2129	3294
ENSG00000120215	MLANA	3	2
ENSG00000137040	RANBP6	595	708
ENSG00000228739	AL162384.1	0	0
ENSG00000137033	IL33	0	0
ENSG00000170777	TPD52L3	0	0
ENSG00000147854	UHRF2	1364	2428
ENSG00000233367	AL133480.1	0	0
ENSG00000178445	GLDC	2	18
ENSG00000236924	AL162411.1	1	0
ENSG00000229611	AL354707.2	0	0
ENSG00000225489	AL354707.1	44	21
ENSG00000107077	KDM4C	1164	1774
ENSG00000273056	AL354694.1	6	3
ENSG00000137038	DMAC1	1293	1468
ENSG00000226376	AL135923.1	0	0
ENSG00000231902	AL135923.2	0	0
ENSG00000153707	PTPRD	0	0
ENSG00000225706	PTPRD-AS1	1	2
ENSG00000234021	AL596451.1	0	0
ENSG00000230920	AL513422.1	0	0
ENSG00000226717	PTPRD-AS2	0	0
ENSG00000232035	AL135790.1	0	0
ENSG00000270372	AL162413.1	0	0
ENSG00000230365	AL451129.1	0	0
ENSG00000224935	AL589678.1	0	0
ENSG00000107165	TYRP1	0	0
ENSG00000235448	LURAP1L-AS1	0	0
ENSG00000153714	LURAP1L	4	1
ENSG00000107186	MPDZ	0	0
ENSG00000270547	LINC01235	6	11
ENSG00000226197	AL583785.1	0	0
ENSG00000205636	LINC00583	0	0
ENSG00000235533	AL360089.1	0	0
ENSG00000147862	NFIB	7	12
ENSG00000225472	AL136366.1	0	0
ENSG00000273399	AL159169.3	1	6
ENSG00000272871	AL159169.2	44	80
ENSG00000175893	ZDHHC21	341	737
ENSG00000147869	CER1	0	0
ENSG00000164946	FREM1	0	0
ENSG00000283647	AL512643.1	0	0
ENSG00000155158	TTC39B	784	897
ENSG00000164975	SNAPC3	201	437
ENSG00000164985	PSIP1	5228	6296
ENSG00000164989	CCDC171	68	89
ENSG00000205549	C9orf92	0	0
ENSG00000173068	BNC2	3	176
ENSG00000231756	AL449983.1	0	0
ENSG00000230694	AL450003.1	0	0
ENSG00000234779	BNC2-AS1	0	0
ENSG00000285169	AL358117.1	0	0
ENSG00000237153	AL162725.2	0	0
ENSG00000044459	CNTLN	35	66
ENSG00000107295	SH3GL2	0	0
ENSG00000178031	ADAMTSL1	0	0
ENSG00000227167	AL442638.1	0	0
ENSG00000155875	SAXO1	10	7
ENSG00000155876	RRAGA	1398	2430
ENSG00000147874	HAUS6	730	1237
ENSG00000147872	PLIN2	1673	3125
ENSG00000137145	DENND4C	685	1417
ENSG00000232978	AL161909.2	3	13
ENSG00000272842	AL391834.1	25	19
ENSG00000273226	AL391834.2	62	106
ENSG00000137154	RPS6	28519	34967
ENSG00000177076	ACER2	4	5
ENSG00000155886	SLC24A2	1	1
ENSG00000261402	AL591222.1	0	0
ENSG00000171843	MLLT3	1524	1312
ENSG00000188352	FOCAD	171	279
ENSG00000227071	FOCAD-AS1	0	0
ENSG00000188921	HACD4	1574	3170
ENSG00000171855	IFNB1	0	1
ENSG00000177047	IFNW1	0	0
ENSG00000137080	IFNA21	0	0
ENSG00000236637	IFNA4	0	0
ENSG00000214042	IFNA7	0	0
ENSG00000186803	IFNA10	0	0
ENSG00000147885	IFNA16	0	0
ENSG00000234829	IFNA17	0	0
ENSG00000228083	IFNA14	0	0
ENSG00000147873	IFNA5	0	0
ENSG00000198642	KLHL9	643	786
ENSG00000120235	IFNA6	0	0
ENSG00000233816	IFNA13	0	0
ENSG00000188379	IFNA2	0	0
ENSG00000261696	AL353732.1	0	0
ENSG00000120242	IFNA8	0	0
ENSG00000197919	IFNA1	0	0
ENSG00000184995	IFNE	0	0
ENSG00000099810	MTAP	533	592
ENSG00000264545	AL359922.1	0	0
ENSG00000265194	AL359922.2	6	5
ENSG00000224854	CDKN2A-DT	0	0
ENSG00000147889	CDKN2A	239	1105
ENSG00000240498	CDKN2B-AS1	17	44
ENSG00000147883	CDKN2B	17	40
ENSG00000236921	AL157937.1	0	0
ENSG00000176399	DMRTA1	3	0
ENSG00000234840	LINC01239	0	0
ENSG00000284418	AL391117.1	0	0
ENSG00000224549	AC017067.1	0	0
ENSG00000283982	AL445623.2	0	0
ENSG00000233906	AL445623.1	0	0
ENSG00000107105	ELAVL2	3	4
ENSG00000231460	AL365204.1	0	0
ENSG00000237414	AL365204.2	0	0
ENSG00000205442	IZUMO3	0	0
ENSG00000269957	AL353811.1	0	0
ENSG00000198680	TUSC1	2	8
ENSG00000236306	LINC01241	0	0
ENSG00000276759	AL353753.1	0	0
ENSG00000254261	AL451137.1	0	0
ENSG00000253400	AL356133.2	0	1
ENSG00000120159	CAAP1	415	787
ENSG00000137055	PLAA	585	1145
ENSG00000096872	IFT74	231	273
ENSG00000234676	IFT74-AS1	3	0
ENSG00000184434	LRRC19	0	2
ENSG00000254396	AL355432.1	0	0
ENSG00000120156	TEK	0	0
ENSG00000120160	EQTN	0	0
ENSG00000120162	MOB3B	18	17
ENSG00000237734	AL163192.1	0	0
ENSG00000147896	IFNK	0	0
ENSG00000147894	C9orf72	670	637
ENSG00000260390	AL360014.1	0	0
ENSG00000174482	LINGO2	1	26
ENSG00000280683	LINC01242	0	0
ENSG00000260720	LINC01243	0	0
ENSG00000122729	ACO1	193	271
ENSG00000107201	DDX58	359	809
ENSG00000197579	TOPORS	1844	2609
ENSG00000235453	SMIM27	1655	2240
ENSG00000165264	NDUFB6	1543	3012
ENSG00000122728	TAF1L	0	1
ENSG00000223440	AL589642.1	0	0
ENSG00000230516	AL589642.2	0	0
ENSG00000188133	TMEM215	0	0
ENSG00000231193	AL157884.2	0	0
ENSG00000137074	APTX	709	1221
ENSG00000086061	DNAJA1	4238	7666
ENSG00000122692	SMU1	1785	2812
ENSG00000086062	B4GALT1	2201	4753
ENSG00000233554	B4GALT1-AS1	18	68
ENSG00000122711	SPINK4	5	0
ENSG00000107262	BAG1	2137	3910
ENSG00000086065	CHMP5	1311	2398
ENSG00000086102	NFX1	862	1135
ENSG00000165269	AQP7	8	0
ENSG00000223678	AL356218.1	0	0
ENSG00000165272	AQP3	2990	814
ENSG00000165271	NOL6	222	380
ENSG00000228072	AL139008.2	0	0
ENSG00000230453	ANKRD18B	27	5
ENSG00000226562	CYP4F26P	0	0
ENSG00000205274	TRBV20OR9-2	0	0
ENSG00000183938	TRBV21OR9-2	0	0
ENSG00000234122	TRBV22OR9-2	0	0
ENSG00000229063	TRBV23OR9-2	0	0
ENSG00000215206	TRBV24OR9-2	0	0
ENSG00000240215	TRBV25OR9-2	0	0
ENSG00000281128	AL356489.3	2	0
ENSG00000231165	TRBV26OR9-2	0	0
ENSG00000260947	AL356489.2	0	0
ENSG00000227301	AL356489.1	0	0
ENSG00000233776	LINC01251	6	19
ENSG00000010438	PRSS3	1	0
ENSG00000235481	UBE2R2-AS1	0	2
ENSG00000223394	TRBV29OR9-2	0	0
ENSG00000107341	UBE2R2	2393	3277
ENSG00000137073	UBAP2	743	1278
ENSG00000228352	AL354989.1	3	0
ENSG00000198876	DCAF12	196	397
ENSG00000165006	UBAP1	887	1353
ENSG00000186638	KIF24	2	10
ENSG00000164978	NUDT2	978	1530
ENSG00000164976	MYORG	2	11
ENSG00000164972	C9orf24	18	12
ENSG00000164970	FAM219A	124	194
ENSG00000122735	DNAI1	0	0
ENSG00000168913	ENHO	13	14
ENSG00000230729	AL160270.1	0	0
ENSG00000122756	CNTFR	0	0
ENSG00000237159	CNTFR-AS1	0	0
ENSG00000164967	RPP25L	434	808
ENSG00000137100	DCTN3	3107	6893
ENSG00000205143	ARID3C	0	0
ENSG00000147955	SIGMAR1	621	778
ENSG00000213930	GALT	1247	1094
ENSG00000258728	AL162231.3	0	0
ENSG00000137070	IL11RA	538	360
ENSG00000213927	CCL27	14	0
ENSG00000187186	AL162231.1	129	69
ENSG00000230074	AL162231.2	12	7
ENSG00000172724	CCL19	0	0
ENSG00000137077	CCL21	0	0
ENSG00000205108	FAM205A	0	0
ENSG00000187791	FAM205C	0	0
ENSG00000122733	PHF24	0	0
ENSG00000281491	DNAJB5-DT	0	0
ENSG00000137094	DNAJB5	19	38
ENSG00000174038	C9orf131	2	0
ENSG00000165280	VCP	2441	4888
ENSG00000221829	FANCG	114	315
ENSG00000165282	PIGO	237	412
ENSG00000234181	AL353795.2	6	6
ENSG00000165283	STOML2	1452	2906
ENSG00000005238	FAM214B	120	385
ENSG00000198722	UNC13B	2	3
ENSG00000198853	RUSC2	5	9
ENSG00000215187	FAM166B	2	2
ENSG00000107140	TESK1	250	670
ENSG00000137101	CD72	66	230
ENSG00000231393	AL357874.2	1	0
ENSG00000227933	AL357874.1	0	0
ENSG00000137078	SIT1	1565	3075
ENSG00000269900	RMRP	10	20
ENSG00000159884	CCDC107	2037	4504
ENSG00000137135	ARHGEF39	27	57
ENSG00000107159	CA9	0	1
ENSG00000198467	TPM2	157	166
ENSG00000137076	TLN1	3381	8333
ENSG00000107175	CREB3	479	886
ENSG00000070610	GBA2	225	685
ENSG00000107185	RGP1	663	747
ENSG00000215183	MSMP	13	10
ENSG00000228843	AL133410.2	1	0
ENSG00000227388	AL133410.1	111	87
ENSG00000159899	NPR2	12	22
ENSG00000137098	SPAG8	29	64
ENSG00000137133	HINT2	1373	2551
ENSG00000137103	TMEM8B	113	98
ENSG00000204930	FAM221B	2	0
ENSG00000168828	OR13J1	0	0
ENSG00000196196	HRCT1	0	0
ENSG00000235387	SPAAR	1	0
ENSG00000278889	OR2S2	0	0
ENSG00000122707	RECK	608	709
ENSG00000122694	GLIPR2	1921	5216
ENSG00000185972	CCIN	2	5
ENSG00000122705	CLTA	2829	5580
ENSG00000159921	GNE	249	343
ENSG00000137075	RNF38	1114	1578
ENSG00000165304	MELK	32	117
ENSG00000196092	PAX5	39	36
ENSG00000258885	AL450267.1	0	0
ENSG00000250850	AL161781.2	3	7
ENSG00000232920	LINC01400	0	0
ENSG00000260100	AL512604.3	3	2
ENSG00000281649	EBLN3P	2339	2446
ENSG00000233242	AL512604.2	0	1
ENSG00000147905	ZCCHC7	1517	1882
ENSG00000224648	LINC01627	0	0
ENSG00000137106	GRHPR	1336	2354
ENSG00000168795	ZBTB5	169	195
ENSG00000137054	POLR1E	1053	1019
ENSG00000234160	AL513165.1	2	0
ENSG00000147912	FBXO10	15	32
ENSG00000256966	AL513165.2	0	1
ENSG00000175768	TOMM5	2075	3438
ENSG00000255872	AL138752.2	1	1
ENSG00000070601	FRMPD1	8	20
ENSG00000165275	TRMT10B	552	630
ENSG00000107371	EXOSC3	428	706
ENSG00000122741	DCAF10	545	684
ENSG00000122696	SLC25A51	319	518
ENSG00000107338	SHB	9	38
ENSG00000223716	AL135785.1	0	0
ENSG00000137124	ALDH1B1	57	127
ENSG00000137142	IGFBPL1	0	0
ENSG00000283486	FAM95C	57	11
ENSG00000180071	ANKRD18A	70	20
ENSG00000204860	FAM201A	60	11
ENSG00000284612	AL591543.1	2	2
ENSG00000283329	FAM240B	0	0
ENSG00000228467	AL845311.1	0	0
ENSG00000106714	CNTNAP3	4	7
ENSG00000204849	SPATA31A1	0	0
ENSG00000215112	FAM74A1	0	0
ENSG00000224038	BX005214.1	0	0
ENSG00000231140	BX005214.2	0	0
ENSG00000278175	GLIDR	16	53
ENSG00000228136	AL773545.1	0	0
ENSG00000183148	ANKRD20A2	2	7
ENSG00000223839	FAM95B1	18	39
ENSG00000276500	BMS1P14	14	37
ENSG00000276266	FP325318.1	1	1
ENSG00000225380	IGKV1OR9-2	0	0
ENSG00000275390	AL353626.1	0	0
ENSG00000225655	BX255923.1	4	5
ENSG00000276462	BX255923.2	0	0
ENSG00000273514	FOXD4L6	1	0
ENSG00000215126	CBWD6	97	101
ENSG00000275450	AL845472.1	12	17
ENSG00000276502	AL354718.2	0	0
ENSG00000275239	AL591926.2	0	0
ENSG00000154529	CNTNAP3B	0	3
ENSG00000185775	SPATA31A6	0	0
ENSG00000277260	FAM74A7	0	0
ENSG00000275649	AL445584.2	0	0
ENSG00000237357	BX088651.4	9	22
ENSG00000229311	BX088651.2	0	0
ENSG00000233424	BX664718.1	0	0
ENSG00000277697	AL591441.2	0	0
ENSG00000276128	AL591441.1	1	2
ENSG00000276581	SPATA31A5	0	0
ENSG00000276422	AL590491.2	0	0
ENSG00000276040	SPATA31A7	0	0
ENSG00000277412	BX005040.3	0	0
ENSG00000275676	BX005040.1	1	0
ENSG00000283378	BX088645.1	1	0
ENSG00000231248	AL935212.2	0	0
ENSG00000204814	AL935212.1	4	14
ENSG00000154537	FAM27C	17	91
ENSG00000235659	AL391987.4	8	18
ENSG00000223379	AL391987.2	2	1
ENSG00000229697	AL391987.3	0	1
ENSG00000231838	CR769775.2	0	0
ENSG00000231212	AL590399.3	5	14
ENSG00000204802	AL590399.1	13	47
ENSG00000233651	AL590399.5	0	0
ENSG00000232827	LINC01189	0	0
ENSG00000226007	BX005266.2	4	11
ENSG00000238113	LINC01410	22	104
ENSG00000229422	AL512625.2	5	20
ENSG00000234665	AL512625.3	82	141
ENSG00000170161	AL512625.1	30	124
ENSG00000224267	AL772155.1	0	0
ENSG00000225411	CR786580.1	1	1
ENSG00000172014	ANKRD20A4	25	85
ENSG00000156755	IGKV1OR-2	0	0
ENSG00000204780	IGKV1OR9-1	0	0
ENSG00000204779	FOXD4L5	2	1
ENSG00000147996	CBWD5	1014	1252
ENSG00000184659	FOXD4L4	0	1
ENSG00000204776	IGKV1OR-3	0	0
ENSG00000274893	AL136317.2	0	0
ENSG00000276203	ANKRD20A3	7	16
ENSG00000278849	AL513478.2	0	0
ENSG00000274349	ZNF658	48	39
ENSG00000277350	AL353770.4	0	0
ENSG00000276348	AL353770.3	0	0
ENSG00000275969	SPATA31A3	0	0
ENSG00000276898	BX664730.1	0	0
ENSG00000260691	ANKRD20A1	0	2
ENSG00000226904	AL353608.2	0	6
ENSG00000196873	CBWD3	742	702
ENSG00000187559	FOXD4L3	0	0
ENSG00000234394	AL353608.3	0	0
ENSG00000225337	AL353608.1	0	0
ENSG00000154330	PGM5	1	1
ENSG00000224958	PGM5-AS1	0	0
ENSG00000233178	AL161457.2	91	114
ENSG00000181778	TMEM252	0	0
ENSG00000226337	AL353616.2	0	0
ENSG00000234506	LINC01506	8	12
ENSG00000107242	PIP5K1B	18	19
ENSG00000187866	FAM122A	583	836
ENSG00000236733	AL354794.1	0	0
ENSG00000165059	PRKACG	0	0
ENSG00000165060	FXN	802	1291
ENSG00000285130	AL358113.1	8	6
ENSG00000119139	TJP2	12	21
ENSG00000278910	BANCR	0	0
ENSG00000135063	FAM189A2	1	0
ENSG00000107282	APBA1	9	1
ENSG00000229312	AL353693.1	0	0
ENSG00000261447	AL162412.1	0	0
ENSG00000188647	PTAR1	1913	2908
ENSG00000225626	C9orf135-DT	0	0
ENSG00000204711	C9orf135	9	0
ENSG00000204706	MAMDC2-AS1	5	1
ENSG00000165072	MAMDC2	3	0
ENSG00000268364	SMC5-AS1	21	13
ENSG00000198887	SMC5	1576	2528
ENSG00000119138	KLF9	2026	1989
ENSG00000083067	TRPM3	14	9
ENSG00000232086	AL159990.2	0	0
ENSG00000223966	AL159990.1	0	0
ENSG00000135048	CEMIP2	3292	7587
ENSG00000107362	ABHD17B	312	679
ENSG00000155621	C9orf85	452	687
ENSG00000204669	C9orf57	0	0
ENSG00000119125	GDA	0	0
ENSG00000235523	AL135924.2	1	0
ENSG00000225434	LINC01504	20	63
ENSG00000107372	ZFAND5	2150	3365
ENSG00000165091	TMC1	0	0
ENSG00000236849	LINC01474	0	0
ENSG00000165092	ALDH1A1	41	81
ENSG00000135046	ANXA1	11287	20409
ENSG00000232590	AL451127.1	0	0
ENSG00000227809	AL355674.1	0	0
ENSG00000224825	RORB-AS1	0	1
ENSG00000198963	RORB	4	57
ENSG00000119121	TRPM6	4	3
ENSG00000135045	C9orf40	185	302
ENSG00000203321	C9orf41-AS1	27	35
ENSG00000156017	CARNMT1	387	877
ENSG00000106733	NMRK1	1562	2119
ENSG00000134996	OSTF1	2540	6660
ENSG00000236376	AL353780.1	0	0
ENSG00000099139	PCSK5	236	154
ENSG00000135002	RFK	621	871
ENSG00000187210	GCNT1	62	209
ENSG00000106772	PRUNE2	1	6
ENSG00000225937	PCA3	18	29
ENSG00000204612	FOXB2	0	0
ENSG00000232998	VPS13A-AS1	0	0
ENSG00000197969	VPS13A	1247	2200
ENSG00000156049	GNA14	0	0
ENSG00000231373	GNA14-AS1	0	0
ENSG00000156052	GNAQ	1478	781
ENSG00000148019	CEP78	631	4324
ENSG00000135069	PSAT1	99	293
ENSG00000260995	AL512634.1	0	0
ENSG00000233086	AL358975.1	0	1
ENSG00000106829	TLE4	3623	4970
ENSG00000232494	AL161912.1	0	0
ENSG00000260564	AL161912.2	0	0
ENSG00000280366	AL161782.1	0	0
ENSG00000230945	LINC01507	0	0
ENSG00000226798	AL138749.1	0	0
ENSG00000196781	TLE1	239	526
ENSG00000233926	AL591368.1	0	1
ENSG00000230846	AL158154.1	0	0
ENSG00000189357	SPATA31D4	0	0
ENSG00000267559	AL158154.2	25	33
ENSG00000186788	SPATA31D3	0	0
ENSG00000214929	SPATA31D1	0	0
ENSG00000225085	AL162726.1	0	0
ENSG00000232749	AL162726.4	0	0
ENSG00000165105	RASEF	0	2
ENSG00000229109	AL137847.1	0	0
ENSG00000172159	FRMD3	70	85
ENSG00000237529	AL137847.2	0	0
ENSG00000148057	IDNK	407	726
ENSG00000135018	UBQLN1	1577	2159
ENSG00000254473	AL354920.1	34	25
ENSG00000165113	GKAP1	644	693
ENSG00000226877	AL354733.1	0	0
ENSG00000231616	AL354733.2	0	0
ENSG00000165115	KIF27	168	175
ENSG00000165118	C9orf64	44	141
ENSG00000165119	HNRNPK	8591	13552
ENSG00000235298	AL354733.3	144	233
ENSG00000178966	RMI1	63	135
ENSG00000227463	AL390838.1	0	0
ENSG00000197506	SLC28A3	0	1
ENSG00000233262	AL356134.1	0	0
ENSG00000148053	NTRK2	6	0
ENSG00000135049	AGTPBP1	852	1914
ENSG00000229454	AL157882.1	0	0
ENSG00000230303	AL353743.2	1	0
ENSG00000135040	NAA35	689	1082
ENSG00000135052	GOLM1	44	481
ENSG00000187753	C9orf153	7	9
ENSG00000135070	ISCA1	3462	5120
ENSG00000083223	TUT7	981	2105
ENSG00000235819	AL158828.1	0	0
ENSG00000232211	AL353613.1	0	0
ENSG00000180447	GAS1	5	36
ENSG00000226237	GAS1RR	1	3
ENSG00000269994	AL513318.2	0	1
ENSG00000204446	C9orf170	0	0
ENSG00000196730	DAPK1	44	79
ENSG00000135047	CTSL	178	112
ENSG00000233884	AL772337.2	0	0
ENSG00000214888	AL772337.1	0	0
ENSG00000177992	SPATA31E1	0	0
ENSG00000283205	AL353572.3	0	0
ENSG00000156345	CDK20	33	42
ENSG00000106723	SPIN1	369	585
ENSG00000130045	NXNL2	0	0
ENSG00000228189	AL592486.1	0	0
ENSG00000228658	AL772202.1	0	0
ENSG00000186354	C9orf47	3	4
ENSG00000213694	S1PR3	41	54
ENSG00000148082	SHC3	1	1
ENSG00000123975	CKS2	290	956
ENSG00000187742	SECISBP2	3095	3217
ENSG00000187764	SEMA4D	2705	3636
ENSG00000130222	GADD45G	268	89
ENSG00000237372	AL606807.1	6	3
ENSG00000226206	BX470209.1	0	0
ENSG00000236507	BX470209.2	0	0
ENSG00000237626	AL161629.1	0	0
ENSG00000227555	MIR4290HG	0	0
ENSG00000231107	LINC01508	0	0
ENSG00000229613	LINC01501	0	0
ENSG00000165023	DIRAS2	2	0
ENSG00000165025	SYK	136	364
ENSG00000228216	AL355607.1	0	0
ENSG00000260454	AL355607.2	0	0
ENSG00000230537	AL158071.3	32	638
ENSG00000229694	AL158071.1	1	19
ENSG00000237422	AL158071.4	28	538
ENSG00000235641	LINC00484	0	26
ENSG00000273381	AL158071.5	6	13
ENSG00000148090	AUH	433	873
ENSG00000165030	NFIL3	337	1893
ENSG00000233081	AL353764.1	0	1
ENSG00000169071	ROR2	23	49
ENSG00000090054	SPTLC1	905	1481
ENSG00000236115	AL136097.2	0	0
ENSG00000196305	IARS	1067	1407
ENSG00000198000	NOL8	1130	1803
ENSG00000188312	CENPP	83	242
ENSG00000106809	OGN	10	14
ENSG00000127083	OMD	0	3
ENSG00000106819	ASPN	1	2
ENSG00000106823	ECM2	4	11
ENSG00000127080	IPPK	142	298
ENSG00000185963	BICD2	312	705
ENSG00000127081	ZNF484	201	366
ENSG00000127084	FGD3	2000	2665
ENSG00000157303	SUSD3	1461	381
ENSG00000223446	AL451065.1	1	0
ENSG00000165233	CARD19	1221	1819
ENSG00000131669	NINJ1	2118	2945
ENSG00000203364	AL390760.1	1	0
ENSG00000165238	WNK2	0	0
ENSG00000204352	C9orf129	0	0
ENSG00000237385	AL583839.2	0	0
ENSG00000227603	AL583839.1	38	14
ENSG00000188938	FAM120AOS	935	1687
ENSG00000048828	FAM120A	1707	2592
ENSG00000197724	PHF2	375	591
ENSG00000231990	AL442224.1	0	0
ENSG00000131668	BARX1	4	0
ENSG00000235601	BARX1-DT	0	0
ENSG00000158079	PTPDC1	78	62
ENSG00000269946	AL158152.2	7	13
ENSG00000269929	AL158152.1	137	232
ENSG00000230262	MIRLET7DHG	6	2
ENSG00000175787	ZNF169	408	530
ENSG00000130950	NUTM2F	0	0
ENSG00000232063	AL691447.2	33	39
ENSG00000148110	MFSD14B	466	1051
ENSG00000231806	PCAT7	12	10
ENSG00000130957	FBP2	0	0
ENSG00000165140	FBP1	207	150
ENSG00000148120	C9orf3	89	253
ENSG00000224764	AL353768.1	0	0
ENSG00000158169	FANCC	75	160
ENSG00000229065	AL354893.2	0	0
ENSG00000271384	AL161729.3	0	0
ENSG00000185920	PTCH1	125	677
ENSG00000271314	AL161729.2	0	9
ENSG00000271155	AL161729.1	14	60
ENSG00000271659	AL161729.4	0	0
ENSG00000229345	AL392185.1	0	0
ENSG00000228142	AL354861.2	0	0
ENSG00000175611	LINC00476	817	1033
ENSG00000268926	AL354861.3	0	0
ENSG00000182150	ERCC6L2	650	762
ENSG00000225194	LINC00092	54	127
ENSG00000237212	AL449403.1	0	2
ENSG00000275465	AL449403.2	0	0
ENSG00000130948	HSD17B3	0	0
ENSG00000285269	AL160269.1	2	3
ENSG00000232283	HSD17B3-AS1	0	0
ENSG00000130958	SLC35D2	1352	1899
ENSG00000165244	ZNF367	74	135
ENSG00000130956	HABP4	990	714
ENSG00000081377	CDC14B	172	345
ENSG00000158122	AAED1	1493	2656
ENSG00000224848	AL589843.1	0	1
ENSG00000081386	ZNF510	196	261
ENSG00000196597	ZNF782	88	120
ENSG00000196312	MFSD14C	1311	1665
ENSG00000188152	NUTM2G	7	5
ENSG00000136943	CTSV	0	0
ENSG00000242375	AL590705.3	0	0
ENSG00000203279	AL590705.1	79	80
ENSG00000235494	AL590705.2	0	0
ENSG00000197816	CCDC180	144	220
ENSG00000196116	TDRD7	116	204
ENSG00000136842	TMOD1	45	54
ENSG00000228174	AL162385.1	0	0
ENSG00000136925	TSTD2	319	491
ENSG00000136937	NCBP1	494	892
ENSG00000231521	AL162385.2	0	0
ENSG00000136936	XPA	2061	2951
ENSG00000260677	AL445531.1	0	0
ENSG00000236130	PTCSC2	0	0
ENSG00000178919	FOXE1	0	1
ENSG00000136932	TRMO	943	1119
ENSG00000136929	HEMGN	78	35
ENSG00000136938	ANP32B	9213	9970
ENSG00000236896	AL354726.1	0	0
ENSG00000095380	NANS	927	1292
ENSG00000106785	TRIM14	843	1046
ENSG00000106789	CORO2A	458	304
ENSG00000095383	TBC1D2	85	138
ENSG00000136928	GABBR2	0	1
ENSG00000165138	ANKS6	167	199
ENSG00000119514	GALNT12	246	223
ENSG00000267026	AL136084.2	1	1
ENSG00000204291	COL15A1	0	3
ENSG00000270412	AL136084.3	0	0
ENSG00000106799	TGFBR1	332	1111
ENSG00000227269	AL162427.1	0	0
ENSG00000119523	ALG2	684	1017
ENSG00000106803	SEC61B	7001	12799
ENSG00000271086	AL137067.1	0	0
ENSG00000234860	AL162394.1	0	0
ENSG00000237461	AL359710.1	0	0
ENSG00000119508	NR4A3	177	460
ENSG00000255145	STX17-AS1	82	34
ENSG00000136874	STX17	819	919
ENSG00000254571	AL358937.1	3	5
ENSG00000023318	ERP44	1984	3980
ENSG00000119509	INVS	196	333
ENSG00000136891	TEX10	265	428
ENSG00000066697	MSANTD3	524	980
ENSG00000251349	MSANTD3-TMEFF1	0	0
ENSG00000241697	TMEFF1	0	0
ENSG00000170681	CAVIN4	7	19
ENSG00000148123	PLPPR1	0	0
ENSG00000136881	BAAT	1	1
ENSG00000136897	MRPL50	1163	1452
ENSG00000136870	ZNF189	82	78
ENSG00000136872	ALDOB	2	0
ENSG00000225376	TMEM246-AS1	0	0
ENSG00000165152	TMEM246	0	1
ENSG00000155827	RNF20	588	1086
ENSG00000198785	GRIN3A	0	2
ENSG00000188386	PPP3R2	0	0
ENSG00000204250	LINC00587	0	0
ENSG00000155833	CYLC2	0	0
ENSG00000225564	LINC01492	1	0
ENSG00000226566	AL390962.1	0	0
ENSG00000285483	AL590381.1	0	0
ENSG00000270332	SMC2-AS1	1	1
ENSG00000136824	SMC2	340	887
ENSG00000186881	OR13F1	0	0
ENSG00000283001	AL450426.1	0	0
ENSG00000148136	OR13C4	0	0
ENSG00000204246	OR13C3	0	0
ENSG00000186943	OR13C8	0	0
ENSG00000277556	OR13C5	0	0
ENSG00000276119	OR13C2	0	0
ENSG00000136839	OR13C9	0	0
ENSG00000179055	OR13D1	0	0
ENSG00000136783	NIPSNAP3A	348	707
ENSG00000165028	NIPSNAP3B	13	16
ENSG00000165029	ABCA1	145	70
ENSG00000226334	AL359182.1	0	0
ENSG00000230013	AL359182.2	0	1
ENSG00000070214	SLC44A1	330	258
ENSG00000106701	FSD1L	40	130
ENSG00000228317	AL158070.1	4	3
ENSG00000106692	FKTN	156	186
ENSG00000186051	TAL2	2	0
ENSG00000095209	TMEM38B	364	430
ENSG00000234323	LINC01505	0	43
ENSG00000225002	AL732323.1	0	0
ENSG00000229297	AL451140.1	0	0
ENSG00000237062	AL512649.2	0	0
ENSG00000234229	LINC01505	0	0
ENSG00000148143	ZNF462	33	4
ENSG00000230782	AL807761.4	0	0
ENSG00000226047	AL807761.3	0	0
ENSG00000119318	RAD23B	1972	3286
ENSG00000226825	LINC01509	0	0
